zref,name,name:ca,zCATEGORIA,amenity,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
546627,Ajuntament de Premià de Dalt,Ajuntament de Premià de Dalt,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Fàbrica,,1,,,8338,Premià de Dalt,82303,Maresme,+34-936931515,+34-936931599,445400000,4595379000,2.345735525,41.508180330,ajuntament@premiadedalt.cat,http://www.premiadedalt.cat,07/17/2024 07:03:20 AM,,POINT (2.3457355 41.50818)
547442,Ajuntament de Sabadell,Ajuntament de Sabadell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Roc,,1,,,8201,Sabadell,81878,Vallès Occidental,+34-937453100,+34-937453111,425641607,4599788798,2.108452120,41.546305937,010@ajsabadell.cat,http://www.sabadell.cat,07/17/2024 07:03:17 AM,,POINT (2.108452 41.546307)
547628,Ajuntament de Vilassar de Dalt,Ajuntament de Vilassar de Dalt,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8339,Vilassar de Dalt,82140,Maresme,+34-937539800,+34-937507750,446461977,4596355050,2.358373472,41.517043169,ajuntament@vilassardedalt.cat,http://www.vilassardedalt.org,07/17/2024 07:02:53 AM,,POINT (2.3583734 41.517044)
547301,Ajuntament de Sant Pol de Mar,Ajuntament de Sant Pol de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8395,Sant Pol de Mar,82359,Maresme,+34-937600451,+34-937601352,468444237,4605452834,2.621334427,41.600156430,digueslateva@santpol.cat,http://www.santpol.cat/,07/17/2024 07:03:10 AM,,POINT (2.6213343 41.600155)
547108,Ajuntament de Castellví de Rosanes,Ajuntament de Castellví de Rosanes,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Sant Antoni,,1,,,8769,Castellví de Rosanes,80667,Baix Llobregat,+34-937751942,+34-937740684,408117244,4589279433,1.899973748,41.449839959,rosanes@diba.cat,http://www.castellviderosanes.cat,07/17/2024 07:03:45 AM,,POINT (1.8999738 41.44984)
546795,Ajuntament d'Esparreguera,Ajuntament d'Esparreguera,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8292,Esparreguera,80765,Baix Llobregat,+34-937771801,+34-937775904,405796935,4599208655,1.870647647,41.538990715,esparreguera@esparreguera.cat,http://www.esparreguera.cat,07/17/2024 07:03:42 AM,,POINT (1.8706477 41.53899)
547514,Ajuntament de Sant Martí de Tous,Ajuntament de Sant Martí de Tous,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Independència,,1,,,8712,Sant Martí de Tous,82264,Anoia,+34-938096002,+34-938096117,376870728,4602065929,1.523378348,41.560790838,st.martitous@diba.cat,http://www.tous.cat,07/17/2024 07:03:12 AM,,POINT (1.5233784 41.56079)
547503,Ajuntament de Sant Julià de Vilatorta,Ajuntament de Sant Julià de Vilatorta,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Marquès de la Quadra,,1,,,8504,Sant Julià de Vilatorta,82205,Osona,+34-938122179,+34-938122063,444079371,4641394291,2.325592921,41.922525686,sjv.ajuntament@vilatorta.cat,http://www.vilatorta.cat,07/17/2024 07:03:13 AM,,POINT (2.325593 41.922527)
546887,Ajuntament de Berga,Ajuntament de Berga,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Pere,,1,,,8600,Berga,80229,Berguedà,+34-938214333,+34-938211787,404587286,4662003912,1.846038905,42.104327099,berga@ajberga.cat,http://www.ajberga.cat,07/17/2024 07:03:52 AM,,POINT (1.8460389 42.10433)
547619,Ajuntament de Vilanova del Vallès,Ajuntament de Vilanova del Vallès,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8410,Vilanova del Vallès,89024,Vallès Oriental,+34-938459277,+34-938456186,440741701,4600518246,2.289413336,41.554136965,ajuntament@vilanovadelvalles.cat,http://www.vilanovadelvalles.cat,07/17/2024 07:02:54 AM,,POINT (2.2894135 41.55414)
546720,Ajuntament d'Aiguaviva,Ajuntament d'Aiguaviva,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Constitucional,,1,,,17181,Aiguaviva,170025,Gironès,+34-972235007,+34-972235461,480266340,4642955734,2.761951293,41.938323011,alcalde@aiguaviva.info,http://www.aiguaviva.info,07/17/2024 07:03:59 AM,,POINT (2.7619512 41.938324)
547174,Ajuntament de Lloret de Mar,Ajuntament de Lloret de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,17310,Lloret de Mar,170950,Selva,+34-972-361800,+34-972372050,487323568,4616326033,2.847652350,41.698616327,ajuntament@lloret.cat,http://www.lloret.org,07/17/2024 07:03:33 AM,,POINT (2.8476524 41.698616)
547504,Ajuntament de Sant Julià del Llor i Bonmatí,Ajuntament de Sant Julià del Llor i Bonmatí,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Don Manuel,,1,,,17164,Sant Julià del Llor i Bonmatí,179032,Selva,+34-972422296,+34-972423334,471306141,4646876199,2.653674200,41.973358000,info@stjuliabonmati.com,http://www.stjuliabonmati.com,07/17/2024 07:03:13 AM,,POINT (2.6536741 41.97336)
546964,Ajuntament de Borrassà,Ajuntament de Borrassà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,17770,Borrassà,170268,Alt Empordà,+34-972-525185,+34-972525225,493899886,4674521364,2.926084350,42.222843089,borrassa@borrassa.cat,http://www.borrassa.cat,07/17/2024 07:03:51 AM,,POINT (2.9260843 42.222843)
547014,Ajuntament de Capmany,Ajuntament de Capmany,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Fort,,1,,,17750,Capmany,170427,Alt Empordà,+34-972549017,+34-972549168,493456758,4691130133,2.920527071,42.372421236,ajuntament@capmany.cat,http://www.capmany.cat,07/17/2024 07:03:47 AM,,POINT (2.920527 42.37242)
546897,Ajuntament de Boadella i les Escaules,Ajuntament de Boadella i les Escaules,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Nou,,1,,,17723,Boadella i les Escaules,170293,Alt Empordà,+34-972569211,+34-972569211,488399670,4686674989,2.859194400,42.332238800,ajuntament@bile.cat,http://webspobles2.ddgi.cat/boadellailesescaules,07/17/2024 07:03:51 AM,,POINT (2.8591945 42.332237)
546679,"Ajuntament de Cruïlles, Monells i Sant Sadurní de l'Heura","Ajuntament de Cruïlles, Monells i Sant Sadurní de l'Heura",Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Font,,1,,,17118,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,Baix Empordà,+34-972630124,+34-972640573,499222853,4644909902,2.990622600,41.956170100,ajuntament@cmss.cat,http://www.cruilles.cat,07/17/2024 07:03:43 AM,,POINT (2.9906225 41.95617)
546823,Ajuntament de Fontanilles,Ajuntament de Fontanilles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Martí,,1,,,17257,Fontanilles,170708,Baix Empordà,+34-972757404,+34-972758901,508883795,4650880226,3.107285994,42.009893228,secretaria@ajfontanilles.cat,http://www.ajfontanilles.cat,07/17/2024 07:03:39 AM,,POINT (3.107286 42.00989)
547177,Ajuntament de Maçanet de la Selva,Ajuntament de Maçanet de la Selva,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Salvador Espriu,,1,,,17412,Maçanet de la Selva,171030,Selva,+34-972858005,+34-972858755,477681964,4624977820,2.731454335,41.776330796,info@massanetdelaselva.cat,http://www.massanetdelaselva.org,07/17/2024 07:03:33 AM,,POINT (2.7314544 41.77633)
547418,Ajuntament de Riells i Viabrea,Ajuntament de Riells i Viabrea,Administració pública|Ens locals|Ajuntaments|,townhall,Urbanització de Can Salvà,,1,,,17404,Riells i Viabrea,171463,Selva,+34-972870752,+34-972870418,463034018,4619257288,2.555560000,41.724260000,ajuntament@riellsiviabrea.cat,http://www.ddgi.es/ccselva/planes/riells.htm,07/17/2024 07:03:18 AM,,POINT (2.55556 41.72426)
546826,Ajuntament de Foradada,Ajuntament de Foradada,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25737,Foradada,250946,Noguera,+34-973400095,+34-973401073,335069474,4638017668,1.012380000,41.876890000,ajuntament@foradada.cat,http://www.ccnoguera.cat/foradada,07/17/2024 07:03:39 AM,,POINT (1.01238 41.87689)
547272,Ajuntament d'Olius,Ajuntament d'Olius,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Olivera,,1,,,25280,Olius,251517,Solsonès,+34-973480961,+34-973482801,380284426,4648316371,1.554986940,41.977756463,ajuntament@olius.cat,http://olius.cat,07/17/2024 07:03:27 AM,,POINT (1.554987 41.977757)
547382,Ajuntament de Tàrrega,Ajuntament de Tàrrega,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25300,Tàrrega,252173,Urgell,+34-973311608,+34-973500552,345003542,4612183132,1.138770000,41.646330000,ajuntament@tarrega.cat,http://www.tarrega.cat,07/17/2024 07:03:02 AM,,POINT (1.13877 41.64633)
546629,Ajuntament de Prullans,Ajuntament de Prullans,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Puig,,1,,,25727,Prullans,251790,Cerdanya,+34-973510255,+34-973511179,396113771,4692493655,1.738120454,42.377783862,ajuntament@prullans.ddl.net,http://prullans.ddl.net/,07/17/2024 07:03:20 AM,,POINT (1.7381204 42.377785)
547404,Ajuntament de Tornabous,Ajuntament de Tornabous,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,25331,Tornabous,252252,Urgell,+34-973570233,+34-973570630,337997659,4618483323,1.052978550,41.701651453,ajuntament@tornabous.cat,http://tornabous.ddl.net/,07/17/2024 07:03:00 AM,,POINT (1.0529785 41.701653)
546700,Ajuntament del Palau d'Anglesola,Ajuntament del Palau d'Anglesola,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Sant Josep,,1,,,25243,"Palau d'Anglesola, el",251581,Pla d'Urgell,+34-973601314,+34-973602276,323534038,4613264380,0.880800000,41.651600000,ajuntament@palaudanglesola.cat,http://www.elpalaudanglesola.com/,07/17/2024 07:03:25 AM,,POINT (0.8808 41.6516)
547168,Ajuntament de Llimiana,Ajuntament de Llimiana,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25639,Llimiana,251288,Pallars Jussà,+34-973650773,+34-973650773,327604588,4660201341,0.915972521,42.074968006,ajuntament@llimiana.ddl.net,http://llimiana.ddl.net/,07/17/2024 07:03:33 AM,,POINT (0.91597253 42.074966)
546884,Ajuntament de Benavent de Segrià,Ajuntament de Benavent de Segrià,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25132,Benavent de Segrià,250539,Segrià,+34-973777611,+34-973777627,303151320,4618582160,0.634459338,41.694685387,ajuntament@benaventdesegria.cat,http://www.benaventdesegria.cat,07/17/2024 07:03:52 AM,,POINT (0.6344593 41.694687)
547380,Ajuntament de Tarragona,Ajuntament de Tarragona,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Font,,1,,,43003,Tarragona,431482,Tarragonès,+34-977296100,+34-977296118,353441049,4553242194,1.254296505,41.117255990,ajuntament@tarragona.cat,http://www.tarragona.cat,07/17/2024 07:03:02 AM,,POINT (1.2542965 41.117256)
546866,Ajuntament de Batea,Ajuntament de Batea,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,43786,Batea,430228,Terra Alta,+34-977430003,+34-977430350,274143690,4552775488,0.310756007,41.094883407,aj.batea@altanet.org,http://www.batea.altanet.org,07/17/2024 07:03:53 AM,,POINT (0.310756 41.094883)
546813,Ajuntament de Figuerola del Camp,Ajuntament de Figuerola del Camp,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Jaume,,1,1,,43811,Figuerola del Camp,430593,Alt Camp,+34-977630175,+34-977631389,355025000,4581700000,1.266394184,41.373766912,aj.figuerola@altanet.org,http://www.figuerola.altanet.org,07/17/2024 07:03:41 AM,,POINT (1.2663941 41.373768)
546757,Ajuntament d'Altafulla,Ajuntament d'Altafulla,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Pou,,1,,,43893,Altafulla,430120,Tarragonès,+34-977650008,+34-977650842,363779833,4555826569,1.376821961,41.142326754,aj.altafulla@altanet.org,http://www.altafulla.cat,07/17/2024 07:03:56 AM,,POINT (1.376822 41.142326)
546958,Ajuntament de la Febró,Ajuntament de la Febró,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Riu Siurana,,1,,,43364,"Febró, la",430574,Baix Camp,+34-977868333,+34-977868197,332926575,4571453996,1.005102024,41.277246578,aj.febro@altanet.org,http://www.lafebro.oasi.org,07/17/2024 07:03:41 AM,,POINT (1.005102 41.27725)
547053,Ajuntament de la Riba,Ajuntament de la Riba,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43450,"Riba, la",431248,Alt Camp,+34-977876087,+34-977876808,347490197,4575688356,1.177845977,41.318250940,ajuntament@riba.cat,http://www.riba.cat,07/17/2024 07:03:19 AM,,POINT (1.177846 41.318253)
547361,Ajuntament de Solivella,Ajuntament de Solivella,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43412,Solivella,431476,Conca de Barberà,+34-977892101,+34-977892378,347804983,4590979769,1.177764106,41.455980165,secretaria@solivella.cat,http://www.solivella.cat/,07/17/2024 07:03:05 AM,,POINT (1.177764 41.45598)
546594,Ajuntament de Passanant i Belltall,Ajuntament de Passanant i Belltall,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43425,Passanant i Belltall,431016,Conca de Barberà,+34-977-892700,+34-977892791,349591504,4599371094,1.197049621,41.531864053,secretaria@passanantibelltall.cat,http://www.passanantibelltall.cat,07/17/2024 07:03:24 AM,,POINT (1.1970496 41.531864)
546777,Ajuntament del Prat de Llobregat,Ajuntament del Prat de Llobregat,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8820,"Prat de Llobregat, el",81691,Baix Llobregat,+34-93-3790050,93-3790050,424093346,4575855156,2.092897495,41.330604185,oiac@elprat.cat,http://www.elprat.cat,07/17/2024 07:03:21 AM,,POINT (2.0928974 41.330605)
546847,Ajuntament de Badalona,Ajuntament de Badalona,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8911,Badalona,80155,Barcelonès,+34-93-4832600,93-4832600,437177059,4588986438,2.247874758,41.450001673,correu@badalona.cat,http://www.badalona.cat,07/17/2024 07:03:54 AM,,POINT (2.2478747 41.45)
546734,Ajuntament d'Alella,Ajuntament d'Alella,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8328,Alella,80039,Maresme,+34-93-5552339,93-5552339,441161734,4593801115,2.295106647,41.493668574,ajuntament@alella.cat,http://www.alella.cat,07/17/2024 07:03:58 AM,,POINT (2.2951066 41.493668)
547035,Ajuntament de la Llagosta,Ajuntament de la Llagosta,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça d'Antoni Baqué,,1,,,8120,"Llagosta, la",81056,Vallès Oriental,+34-93-5603911,93-5603911,432642437,4595991040,2.192808080,41.512721511,llagosta@llagosta.cat,http://www.llagosta.cat,07/17/2024 07:03:34 AM,,POINT (2.1928082 41.512722)
547191,Ajuntament de Martorelles,Ajuntament de Martorelles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8107,Martorelles,81154,Vallès Oriental,+34-93-5705732,93-5705732,436869915,4597385669,2.243318160,41.525626820,web@martorelles.cat,http://www.martorelles.cat,07/17/2024 07:03:32 AM,,POINT (2.243318 41.525627)
547217,Ajuntament de Mollet del Vallès,Ajuntament de Mollet del Vallès,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,8100,Mollet del Vallès,81249,Vallès Oriental,+34-93-5719500,93-5719500,434102932,4598504474,2.210033281,41.535480404,ajuntament@molletvalles.cat,http://www.molletvalles.cat,07/17/2024 07:03:29 AM,,POINT (2.2100332 41.53548)
547481,Ajuntament de Sant Fost de Campsentelles,Ajuntament de Sant Fost de Campsentelles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8105,Sant Fost de Campsentelles,82093,Vallès Oriental,+34-93-5796980,93-5796980,435995346,4596629567,2.232916839,41.518747457,ajuntament@santfost.cat,http://www.santfost.cat,07/17/2024 07:03:15 AM,,POINT (2.2329168 41.51875)
547438,Ajuntament de Rubí,Ajuntament de Rubí,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Pere Aguilera,,1,,,8191,Rubí,81846,Vallès Occidental,+34-93-5887000,93-5887000,419123470,4593994569,2.031089514,41.493489919,gabinetalcaldia@ajrubi.cat,http://www.ajrubi.cat,07/17/2024 07:03:17 AM,,POINT (2.0310895 41.49349)
547330,Ajuntament de Santa Maria de Martorelles,Ajuntament de Santa Maria de Martorelles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Mossèn Josep Paituví,,1,,,8106,Santa Maria de Martorelles,82567,Vallès Oriental,+34-93-5931828,93-5931828,437730559,4596737833,2.253700102,41.519859395,st.m.martorelles@diba.cat,http://www.santamariademartorelles.cat,07/17/2024 07:03:07 AM,,POINT (2.2537 41.51986)
547454,Ajuntament de Sant Andreu de la Barca,Ajuntament de Sant Andreu de la Barca,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8740,Sant Andreu de la Barca,81960,Baix Llobregat,+34-93-6356400,93-6356400,414075831,4589235006,1.971305232,41.450099822,ajuntament@sabarca.cat,http://www.sabarca.cat,07/17/2024 07:03:17 AM,,POINT (1.9713053 41.4501)
547465,Ajuntament de Sant Climent de Llobregat,Ajuntament de Sant Climent de Llobregat,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8849,Sant Climent de Llobregat,82042,Baix Llobregat,+34-93-6580791,93-6580791,415981182,4576697671,1.995852266,41.337387376,st.climent@diba.cat,http://santclimentdellobregat.cat/,07/17/2024 07:03:16 AM,,POINT (1.9958522 41.337387)
546588,Ajuntament de Pallejà,Ajuntament de Pallejà,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Sol,,1,,,8780,Pallejà,81574,Baix Llobregat,+34-93-6630000,93-6630000,413048291,4585626288,1.959524500,41.417488800,palleja@palleja.cat,http://www.palleja.net,07/17/2024 07:03:25 AM,,POINT (1.9595245 41.41749)
547092,Ajuntament de Castelldefels,Ajuntament de Castelldefels,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,8860,Castelldefels,80569,Baix Llobregat,+34-93-6651150,93-6651150,414306257,4570361453,1.976730224,41.280145033,e-oac@castelldefels.org,http://www.castelldefels.org/,07/17/2024 07:03:46 AM,,POINT (1.9767302 41.280144)
547213,Ajuntament de Molins de Rei,Ajuntament de Molins de Rei,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,8750,Molins de Rei,81234,Baix Llobregat,+34-93-6803340,93-6803340,417766218,4585143342,2.016037262,41.413635931,sam@molinsderei.cat,http://www.molinsderei.cat,07/17/2024 07:03:30 AM,,POINT (2.0160372 41.413635)
546991,Ajuntament de Callús,Ajuntament de Callús,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,8262,Callús,80386,Bages,+34-93-6930000,93-6930000,398947232,4626214249,1.783980111,41.781345199,ajuntament@callus.cat,http://www.callus.cat,07/17/2024 07:03:48 AM,,POINT (1.7839801 41.781345)
547455,Ajuntament de Sant Andreu de Llavaneres,Ajuntament de Sant Andreu de Llavaneres,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8392,Sant Andreu de Llavaneres,81976,Maresme,+34-93-7023600,93-7023600,456928909,4602664462,2.483356744,41.574503552,llava.ajuntament@ajllavaneres.cat,http://www.ajllavaneres.cat,07/17/2024 07:03:16 AM,,POINT (2.4833567 41.574505)
546610,Ajuntament de Polinyà,Ajuntament de Polinyà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,8213,Polinyà,81672,Vallès Occidental,+34-93-7130264,93-7130264,429640807,4600991281,2.156256067,41.557497717,polinya@ajpolinya.cat,http://www.ajpolinya.cat,07/17/2024 07:03:22 AM,,POINT (2.156256 41.5575)
547027,Ajuntament de Castellar del Vallès,Ajuntament de Castellar del Vallès,Administració pública|Ens locals|Ajuntaments|,townhall,Passeig de Tolrà,,1,,,8211,Castellar del Vallès,80517,Vallès Occidental,+34-93-7144040,93-7144040,423977574,4607813962,2.087485934,41.618425613,ajuntament@castellarvalles.cat,http://www.castellarvalles.cat,07/17/2024 07:03:46 AM,,POINT (2.087486 41.618427)
547349,Ajuntament de Sentmenat,Ajuntament de Sentmenat,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Casa de la Vila,,1,,,8181,Sentmenat,82671,Vallès Occidental,+34-93-7153030,93-7153030,428098000,4606753000,2.137066144,41.609252252,sentmenat@sentmenat.cat,http://www.ajsentmenat.cat,07/17/2024 07:03:05 AM,,POINT (2.1370661 41.609253)
546628,Ajuntament de Premià de Mar,Ajuntament de Premià de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,8330,Premià de Mar,81727,Maresme,+34-93-7417400,93-7417400,446299261,4593286696,2.356697111,41.489395977,info@premiademar.cat,http://www.premiademar.cat/,07/17/2024 07:03:20 AM,,POINT (2.356697 41.489395)
546981,Ajuntament de Cabrils,Ajuntament de Cabrils,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Domènec Carles,,1,,,8348,Cabrils,80305,Maresme,+34-93-7539660,93-7539660,447257170,4597377955,2.367813237,41.526309114,ajuntament@cabrils.cat,http://www.cabrils.org/,07/17/2024 07:03:49 AM,,POINT (2.3678133 41.52631)
546604,Ajuntament de Pineda de Mar,Ajuntament de Pineda de Mar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,8397,Pineda de Mar,81635,Maresme,+34-93-7671560,93-7671560,474121088,4608444588,2.689325649,41.627307768,ajuntament@pinedademar.org,http://www.pinedademar.org,07/17/2024 07:03:23 AM,,POINT (2.6893256 41.627308)
546713,Ajuntament d'Abrera,Ajuntament d'Abrera,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Constitució,,1,,,8630,Abrera,80018,Baix Llobregat,+34-93-7700325,93-7700325,408334554,4596630469,1.901457284,41.516066938,informacio@ajuntamentabrera.org,http://www.ajuntamentabrera.cat,07/17/2024 07:03:59 AM,,POINT (1.9014573 41.516068)
546786,Ajuntament dels Hostalets de Pierola,Ajuntament dels Hostalets de Pierola,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Mestre J. Lladós,,1,,,8781,"Hostalets de Pierola, els",81629,Anoia,+34-93-7712112,93-7712112,397470851,4598713590,1.770936081,41.533508997,info@elshostaletsdepierola.cat,http://www.elshostaletsdepierola.cat,07/17/2024 07:03:35 AM,,POINT (1.7709361 41.53351)
546979,Ajuntament de Cabrera d'Anoia,Ajuntament de Cabrera d'Anoia,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Canaletes,,1,,,8718,Cabrera d'Anoia,80288,Anoia,+34-93-7749017,93-7749017,391782856,4592597906,1.703866765,41.477687575,cabrerai@diba.cat,http://www.anoia.cat/index.php?num_informacio=67,07/17/2024 07:03:50 AM,,POINT (1.7038667 41.477688)
