z_NO_OSM,zref,name,name:ca,zCATEGORIA,amenity,community_centre,community_centre:for,admin_level,government,office,chamber,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
,27045405,Casal Cultural,Casal Cultural,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura||",community_centre,cultural_centre,,,,,,Avinguda de la Generalitat,yes,,,,25139,Menàrguens,251348,Noguera,,,312420000,4622249500,0.744602345,41.729930099,,,07/10/2024 07:21:58 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.7446023 41.72993)
,27042425,Centre Ateneu Democràtic i Progressista,Centre Ateneu Democràtic i Progressista,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer dels Corredossos de Baix,,1,,,8140,Caldes de Montbui,80333,Vallès Oriental,+34-647804952,647804952,430312800,4609388500,2.163337587,41.633184799,ateneu@centredemocratic.cat ,http://centredemocratic.cat,07/10/2024 07:36:27 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.1633375 41.633186)
,27042979,Agrupació de Balls Populars de les Roquetes,Agrupació de Balls Populars de les Roquetes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Gaudí,,1,,,8810,Sant Pere de Ribes,82310,Garraf,+34-677646579,677646579,394718800,4564897000,1.743828359,41.228617705,agrupalesroquetes@hotmail.com,,07/10/2024 07:23:53 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7438284 41.22862)
,27043403,Ateneu Municipal,Ateneu Municipal,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Xile,,1,,,8191,Rubí,81846,Vallès Occidental,+34-935887473,935887473,419285200,4593861000,2.033044684,41.492303278,ateneu@ajrubi.cat,http://www.rubi.cat,07/10/2024 07:32:25 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0330446 41.492302)
,27041114,Coral Pedres Blanques,Coral Pedres Blanques,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Pedres Blanques,,1,,,8330,Sant Boi de Llobregat,82009,Baix Llobregat,+34-936544301,936544301,418110000,4577885000,2.021131011,41.348300066,,,07/10/2024 07:21:05 AM,Titularitat|Privada   ,POINT (2.021131 41.3483)
,27044318,Centre Catòlic de Sant Vicenç dels Horts,Centre Catòlic de Sant Vicenç dels Horts,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Torras i Bages,,1,,,8620,Sant Vicenç dels Horts,82634,Baix Llobregat,+34-936564397,936564397,417120280,4582751500,2.008636919,41.392028040,cencat@cencatsvh.org,http://www.cancatsvh.org,07/10/2024 07:34:55 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.008637 41.39203)
,27042248,Societat Aliança Palmarenca,Societat Aliança Palmarenca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Josep,,1,,,8756,"Palma de Cervelló, la",89058,Baix Llobregat,+34-936720189,936720189,413561840,4585165000,1.965734643,41.413389796,tomasemi@hotmail.com,,07/10/2024 07:24:15 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.9657346 41.41339)
,27045173,Joventut Catòlica de Molins de Rei,Joventut Catòlica de Molins de Rei,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de la Mercè Rodoreda,,1,,,8750,Molins de Rei,81234,Baix Llobregat,+34-936804423,936804423,418042620,4585083500,2.019352172,41.413125214,info@joventutcat.com,,07/10/2024 07:21:57 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.0193522 41.413124)
,27042219,Centre Agrícola de Sant Genís de Jorba,Centre Agrícola de Sant Genís de Jorba,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,1,,,8719,Jorba,81038,Anoia,+34-938094134,938094134,379201340,4606511000,1.550424419,41.601171704,,,07/10/2024 07:24:40 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.5504245 41.601173)
,27043143,Ateneu,Ateneu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Batlle Serrallonga,,1,,,8512,Sant Hipòlit de Voltregà,82153,Osona,+34-938570235,938570235,436943500,4651821000,2.238422981,42.015890124,jimenezca@diba.cat,http://www.santhipolitdevoltrega.org,07/10/2024 07:32:02 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2384229 42.015892)
,27042204,Casal Cultural Municipal,Casal Cultural Municipal,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Monmany ,,1,,,8572,Sant Pere de Torelló,82331,Osona,+34-938584024,938584024,441594160,4658358500,2.293936308,42.075125179,st.peret@diba.cat,http://www.stpere.cat,07/10/2024 07:31:31 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2939363 42.075127)
,27045408,Ateneu Molí d'En Ral,Ateneu Molí d'En Ral,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Molí,,1,,,8140,Caldes de Montbui,80333,Vallès Oriental,+34-938622160,938622160,430396800,4608847000,2.164408970,41.628315229,ateneumolidenral@gmail.com,,07/10/2024 07:36:14 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.164409 41.628315)
,27041057,Foment Vilanoví,Foment Vilanoví,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Santa Madrona,,1,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938931010,938931010,393219060,4564684500,1.725975443,41.226507424,foment@fomentvilanovi.cat,http://www.fomentvilanovi.cat,07/10/2024 07:34:19 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7259754 41.22651)
,27041704,Casal Torrellenc,Casal Torrellenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça del Casal,,1,,,8737,Torrelles de Foix,82883,Alt Penedès,+34-938972191,938972191,380597440,4582690500,1.571892479,41.386886419,casaltorrellenc@ateneus.cat,,07/10/2024 07:23:45 AM,Gestio|Pública   |Titularitat|Privada   ,POINT (1.5718925 41.386887)
,27044526,Centre Cultural Recreatiu Santa Fe del Penedès,Centre Cultural Recreatiu Santa Fe del Penedès,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de les Escoles,,1,,,8792,Santa Fe del Penedès,82495,Alt Penedès,+34-938974211,938974211,393114660,4582117000,1.721667299,41.383482352,ccr.santafepenedes@gmail.com,,07/10/2024 07:20:49 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (1.7216673 41.383484)
,27045138,Factoria Cultural Coma Cros,Factoria Cultural Coma Cros,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Antoni,,1,,,17190,Salt,171557,Gironès,+34-972231681,972231681,483154530,4647280000,2.796667760,41.977337227,lalberti@viladesalt.cat,http://www.viladesalt.cat,07/10/2024 07:29:26 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.7966678 41.977337)
,27040923,Societat Recreativa l'Amistat,Societat Recreativa l'Amistat,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Doctor Trémols ,,1,,,17488,Cadaqués,170329,Alt Empordà,+34-972258800,972258800,522831842,4681828975,3.276941904,42.288346800,info@societatlamistatcadaques.cat,http://www.societatlamistatcadaques.cat,07/10/2024 07:31:34 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (3.276942 42.288345)
,27044389,Casal de l'Obrera de Lloret,Casal de l'Obrera de Lloret,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carretera de Tossa,,1,,,17310,Lloret de Mar,170950,Selva,+34-972364880,972364880,489182940,4617480000,2.869977620,41.709037687,,,07/10/2024 07:22:09 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.8699777 41.709038)
,27043649,Casal Camprodoní,Casal Camprodoní,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça del Doctor Robert,,1,,,17867,Camprodon,170391,Ripollès,+34-972740286,972740286,447662750,4684793500,2.364915337,42.313621629,isernclaret@yahoo.es,,07/10/2024 07:22:55 AM,Gestio|Pública   |Titularitat|Privada   ,POINT (2.3649154 42.31362)
,27040782,Ateneu Sebastià Salellas,Ateneu Sebastià Salellas,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de la Creu,,1,,,17137,Viladamat,172174,Alt Empordà,+34-972788082,972788082,506229880,4664463500,3.075380378,42.132257118,ajuntament@viladamat.cat,http://www.viladamat.cat,07/10/2024 07:29:30 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (3.0753803 42.132256)
,27042838,Local Social de Gàrzola,Local Social de Gàrzola,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de les Bitlles,,1,,,25736,Vilanova de Meià,252509,Noguera,+34-973415005,973415005,336430880,4647477500,1.026153831,41.962324897,ajuntament@vilanovameia.cat,http://www.vilanovameia.cat,07/10/2024 07:29:09 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0261538 41.962326)
,27041038,Ateneu Pi i Margall,Ateneu Pi i Margall,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de les Voltes,,1,,,43480,Vila-seca,431711,Tarragonès,+34-977309300,977309300,344334030,4552811000,1.145982323,41.111679384,pcateneu.vilaseca@gmail.com,http://www.vila-seca.cat,07/10/2024 07:29:04 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.1459823 41.11168)
,27044894,Institut Ramon Muntaner,Institut Ramon Muntaner,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,, Eix de l'Ebre,,1,,,43770,Móra la Nova,430944,Ribera d'Ebre,+34-977401757,977401757,0,0,0.000000000,0.000000000,info@irmu.org,http://www.irmu.org,07/10/2024 07:33:54 AM,Gestio|Privada   |Titularitat|Pública   ,
,27041184,l'Íntim,l'Íntim,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Sant Joan,,1,,,43360,Cornudella de Montsant,430496,Priorat,+34-977561416,977561416,324558970,4570384500,0.905561056,41.265845008,aj.cornudella@altanet.org,http://www.cornudella.altanet.org,07/10/2024 07:34:36 AM,Gestio|Pública   |Titularitat|Privada   ,POINT (0.90556103 41.265846)
,27044615,Institut d'Estudis Vallencs,Institut d'Estudis Vallencs,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Jaume Huguet,,1,,,43800,Valls,431613,Alt Camp,+34-977600660,977600660,353512840,4572011500,1.250655549,41.286262634,iev@iev.cat,http://www.iev.cat,07/10/2024 07:33:57 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.2506555 41.286263)
,27044653,Unió Anelles de la Flama,Unió Anelles de la Flama,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer dels Garrofers,,1,,,43800,Valls,431613,Alt Camp,+34-977603066,977603066,353277900,4572391500,1.247759599,41.289641328,uaf@uaf.cat,http://www.uaf.cat,07/10/2024 07:30:27 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.2477596 41.289642)
,27042633,Societat Cultural i Recreativa Bisbalenca,Societat Cultural i Recreativa Bisbalenca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Doctor Robert,,1,,,43717,"Bisbal del Penedès, la",430287,Baix Penedès,+34-977688127,977688127,373429250,4570948500,1.488631975,41.280058920,lasocietat@gmail.com,,07/10/2024 07:25:45 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.488632 41.28006)
,27044125,Casal Cultural Codinenc,Casal Cultural Codinenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Mossèn Rossell,,1,,,8182,Sant Feliu de Codines,82107,Vallès Oriental,,,430415700,4615519000,2.163858913,41.688406546,tallaferrus@hotmail.com,,07/10/2024 07:23:57 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.163859 41.688408)
,27043222,Casino Espanyol,Casino Espanyol,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Catalunya,,1,,,8191,Rubí,81846,Vallès Occidental,,,419156800,4593888000,2.031503054,41.492533504,,,07/10/2024 07:21:11 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.031503 41.492535)
,27042295,Centre Agrícola Recreatiu de Maians,Centre Agrícola Recreatiu de Maians,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Francesc Macià,,1,,,8255,Castellfollit del Boix,80594,Bages,,,0,0,0.000000000,0.000000000,,,07/10/2024 07:25:33 AM,Gestio|Privada   |Titularitat|Privada   ,
,27042824,Casal de Camps (Acr Camps),Casal de Camps (Acr Camps),"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça Major,,1,,,8259,Fonollosa,80847,Bages,,,389340030,4624372500,1.668743509,41.763479319,acrcamps@gmail.com ,http://sites.google.com/sites/avcamps,07/10/2024 07:35:59 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6687435 41.76348)
,27042900,Acrs Agrupació Cultural Recreativa Sigarra,Acrs Agrupació Cultural Recreativa Sigarra,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Isidre Forn,,1,,,8281,"Prats de Rei, els",81705,Anoia,,,378684780,4618097500,1.541876208,41.705421657,,,07/10/2024 07:21:29 AM,Titularitat|Privada   ,POINT (1.5418762 41.70542)
,27044033,El Círcol de Reus,El Círcol de Reus,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Prim,,1,,,,Reus,431233,Baix Camp,,,341154030,4557831500,1.106827860,41.156263877,elcircol@elcircoldereus.cat,,07/10/2024 07:24:00 AM,Titularitat|Privada   ,POINT (1.1068279 41.156265)
,27043450,Centre Rubinenc d'Alternatives Culturals,Centre Rubinenc d'Alternatives Culturals,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Joan,,1,,,,Rubí,81846,Vallès Occidental,,,419077250,4593666000,2.030579991,41.490526105,info@crac.cat,,07/10/2024 07:23:58 AM,Titularitat|Privada   ,POINT (2.03058 41.490524)
,27041380,Ateneu de Linyola,Ateneu de Linyola,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Panell,,1,,,25240,Linyola,251229,Pla d'Urgell,,,325476720,4619665500,0.902243557,41.709644963,,,07/10/2024 07:24:39 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.90224355 41.709644)
,27044219,Coral Verge del Lliri de Vilanova de Bellpuig,Coral Verge del Lliri de Vilanova de Bellpuig,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Domènec Cardenal,,1,,,25264,Vilanova de Bellpuig,252483,Pla d'Urgell,,,330215970,4608917500,0.962227488,41.613922585,,,07/10/2024 07:19:57 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.96222746 41.613922)
,27044187,Colla Vella dels Xiquets de Valls,Colla Vella dels Xiquets de Valls,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carretera de Tarragona,,2,,,43800,Valls,431613,Alt Camp,+34-654396201,654396201,353167620,4571538000,1.246648946,41.281936735,colla@colavella.cat,http://www.collavella.cat,07/10/2024 07:34:38 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.2466489 41.281937)
,27041556,Casino de Tortellà,Casino de Tortellà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Ciutadella,,2,,,17853,Tortellà,172001,Garrotxa,+34-679926535,679926535,469495280,4675866500,2.630304362,42.234385835,,,07/10/2024 07:20:24 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.6303043 42.234386)
,27044985,Casa dels Entremesos,Casa dels Entremesos,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de les Beates,,2,,,8003,Barcelona,80193,Barcelonès,+34-932683531,932683531,431168620,4581959500,2.176747334,41.386219733,gestio@lacasadelsentremesos.cat,http://www.lacasadelsentremesos.cat,07/10/2024 07:33:53 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.1767473 41.38622)
,27044383,Agrupació Cultural Folklòrica Barcelona,Agrupació Cultural Folklòrica Barcelona,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Ramon Berenguer El Gran,,2,,,8002,Barcelona,80193,Barcelonès,+34-933151496,933151496,431225660,4581779500,2.177449922,41.384603405,,,07/10/2024 07:23:25 AM,Titularitat|Privada   ,POINT (2.17745 41.3846)
,27045584,Centre Cultural Els Catalanistes,Centre Cultural Els Catalanistes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Ramon Batlle,,2,,,8030,Barcelona,80193,Barcelonès,+34-933465703,933465703,432291800,4587016500,2.189613923,41.431861909,catalanistes11@msn.com,http://www.sant-andreu.com/entitats/catalnistes,07/10/2024 07:32:14 AM,Titularitat|Pública   ,POINT (2.1896138 41.43186)
,27040615,Cercle Catòlic de Badalona,Cercle Catòlic de Badalona,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Anastasi,,2,,,8911,Badalona,80155,Barcelonès,+34-933844556,933844556,437134530,4589011500,2.247363028,41.450224071,elcircol@gmail.com,http://www.elcircol.com,07/10/2024 07:34:31 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.247363 41.450226)
,27043456,Societat El Casino de Sant Andreu de la Barca,Societat El Casino de Sant Andreu de la Barca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Catalunya,,2,,,8740,Sant Andreu de la Barca,81960,Baix Llobregat,+34-936530094,936530094,414155440,4589142500,1.972271323,41.449275225,societatcasino@gmail.com,,07/10/2024 07:21:08 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.9722713 41.449276)
,27044860,Centre Cultural Sant Joan,Centre Cultural Sant Joan,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Pare Artigas,,2,,,8840,Viladecans,83015,Baix Llobregat,+34-936584747,936584747,417826160,4574444000,2.018204081,41.317280168,,,07/10/2024 07:23:39 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.018204 41.31728)
,27045728,Ateneu Torrellenc,Ateneu Torrellenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,2,,,8629,Torrelles de Llobregat,82896,Baix Llobregat,+34-936891386,936891386,414766900,4579087500,1.981006440,41.358783292,ateneutorrellenc@gmail.com,http://www.ateneutorrellenc.cat,07/10/2024 07:35:43 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (1.9810064 41.358784)
,27043253,Casal Familiar de Viladecavalls,Casal Familiar de Viladecavalls,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Antoni Soler Hospital,,2,,,8232,Viladecavalls,83008,Vallès Occidental,+34-937341011,937341011,412783400,4600948000,1.954138418,41.555447053,casalfamiliar@casalfamiliar.com,http://www.casalfamiliar.com,07/10/2024 07:34:48 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.9541384 41.555447)
,27045071,Amics de les Arts i Joventuts Musicals de Terrassa,Amics de les Arts i Joventuts Musicals de Terrassa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Teatre,,2,,,8221,Terrassa,82798,Vallès Occidental,+34-937859231,937859231,417658340,4601929500,2.012453300,41.564803268,info@amicsdelesarts-jjmm.cat,http://www.amics.terrassa.net,07/10/2024 07:35:47 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.0124533 41.564804)
,27041714,l'Ateneu de Tous,l'Ateneu de Tous,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Valentí,,2,,,8712,Sant Martí de Tous,82264,Anoia,+34-938096226,938096226,376720340,4602036000,1.521581550,41.560498178,info@ateneodetous.com,http://ateneodetous.com,07/10/2024 07:36:36 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (1.5215815 41.560497)
,27041970,Bordegassos de Vilanova,Bordegassos de Vilanova,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de les Casernes,,2,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938166142,938166142,393258060,4564842000,1.726413123,41.227930961,bordegassos@bordegassos.org,http://www.bordegassos.org,07/10/2024 07:35:18 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7264131 41.227932)
